119.263527,119.263547,35.157827,35.157847,15/05/2021 10:00:52,29/05/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,16/05/2021 10:00:52,26/05/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,15/06/2021 10:00:52,25/06/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,24/06/2021 10:00:52,29/06/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,01/07/2021 10:00:52,02/07/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,04/07/2021 10:00:52,04/07/2021 12:00:52
119.263527,119.263547,35.157827,35.157847,04/07/2021 10:00:52,04/07/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,06/07/2021 14:00:52,06/07/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,12/07/2021 15:00:52,13/07/2021 17:00:52
119.263527,119.263547,35.157827,35.157847,14/07/2021 11:00:52,14/07/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,25/08/2021 10:00:52,27/08/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,25/08/2021 10:00:52,29/08/2021 15:00:52
119.263527,119.263547,35.157827,35.157847,12/07/2021 15:00:52,13/07/2021 17:00:52
120.263527,120.263547,35.157827,35.157847,12/07/2021 15:00:52,13/07/2021 17:00:52
120.263527,121.263547,35.157827,35.157847,12/07/2021 15:00:52,13/07/2021 17:00:52
120.263527,121.263587,35.157827,35.157847,12/07/2021 15:00:52,13/07/2021 17:00:52
119.263527,119.263547,35.157827,36.157847,12/07/2021 15:00:52,13/07/2021 17:00:52
119.263527,119.263547,35.157827,36.158847,12/07/2021 15:00:52,13/07/2021 17:00:52
119.263527,119.263547,35.157827,35.158847,12/07/2021 15:00:52,13/07/2021 17:00:52
119.263527,119.263547,35.157827,35.177847,12/07/2021 15:00:52,13/07/2021 17:00:52
